url,favs_lognorm
https://habrahabr.ru/post/314080/,0.42557657300430546
https://habrahabr.ru/company/plesk/blog/313732/,-1.0766460807228022
https://habrahabr.ru/company/etagi/blog/314000/,0.6613079762061252
https://habrahabr.ru/company/knopka/blog/314030/,0.5164299062209513
https://geektimes.ru/company/audiomania/blog/282058/,1.1452929182569107
https://habrahabr.ru/company/pechkin/blog/314066/,0.266745564223378
https://habrahabr.ru/company/first/blog/314106/,0.5387623500599332
https://habrahabr.ru/company/vasexperts/blog/313558/,0.24007896813210666
https://habrahabr.ru/post/314108/,1.6601576301437584
https://habrahabr.ru/company/cbs/blog/313830/,0.24463562228353114
https://habrahabr.ru/company/jugru/blog/313908/,0.22338567037931276
https://habrahabr.ru/post/314110/,0.36152847708218233
https://habrahabr.ru/company/pt/blog/314112/,0.015784132368599945
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.07085836415798624
https://habrahabr.ru/post/314114/,0.7950560310662068
https://habrahabr.ru/post/314118/,1.3176692034783593
https://habrahabr.ru/post/314122/,0.5182146544081542
https://geektimes.ru/company/dadget/blog/281786/,0.12964243760940639
https://habrahabr.ru/company/kickidler/blog/314042/,-0.44524478768638537
https://habrahabr.ru/company/it-grad/blog/312042/,-0.1115096300616504
https://habrahabr.ru/company/1cloud/blog/314022/,-0.2486057936052149
https://habrahabr.ru/post/314126/,-0.6549095143291435
https://habrahabr.ru/post/313966/,0.44430508523038803
https://habrahabr.ru/company/piter/blog/314120/,0.4595792985650549
https://geektimes.ru/post/282094/,0.14431357037843456
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.339174787220042
https://habrahabr.ru/company/ru_mts/blog/314134/,0.36829330775930297
https://habrahabr.ru/post/314028/,0.6559165559118147
https://habrahabr.ru/post/314136/,-0.1521559381689732
https://habrahabr.ru/post/313904/,0.29205218575531156
https://habrahabr.ru/post/314140/,0.5857417093335504
https://habrahabr.ru/company/acronis/blog/309688/,-0.000546881462869124
https://geektimes.ru/post/282096/,-0.40888880933855976
https://habrahabr.ru/post/314142/,0.06014617945692241
https://habrahabr.ru/company/ivideon/blog/314138/,0.19268116485281778
https://geektimes.ru/post/282104/,0.33203141007355386
https://geektimes.ru/post/282102/,-0.2976905214845308
